ENTREGAS;NivelServ;LeadTime_dias;Cantidad_kg;Valoracion;Ciudad;Provincia;Cliente;Dolares;OTIF;Orden Perfecta;PendienteCombro
E14339;86%; 13 ; 251 ;Reguar; Riobamba       ; Manabí          ;C0001002232; $476,10 ;86%;62%;NO
E14340;89%; 8 ; 159 ;Bueno; Portoviejo     ; Loja            ;C0001001338; $571,21 ;83%;60%;SI
E14341;93%; 12 ; 221 ;Muy Bueno; Cuenca         ; Santo Domingo   ;C0001001422; $607,17 ;82%;61%;NO
E14342;87%; 8 ; 150 ;Reguar; Riobamba       ; Tungurahua      ;C0001001135; $635,84 ;80%;55%;SI
E14343;88%; 4 ; 78 ;Malo; Esmeraldas     ; Manabí          ;C0001001378; $279,50 ;84%;61%;SI
E14344;92%; 9 ; 170 ;Muy Malo; Santo Domingo  ; Loja            ;C0001001524; $271,62 ;88%;70%;NO
E14345;97%; 3 ; 70 ;Malo; Esmeraldas     ; Loja            ;C0001001362; $293,62 ;77%;56%;NO
E14346;87%; 9 ; 167 ;Muy Malo; Loja           ; Manabí          ;C0001001052; $233,25 ;81%;56%;NO
E14347;88%; 12 ; 228 ;Muy Malo; Quito          ; Tungurahua      ;C0001002187; $591,86 ;84%;61%;NO
E14348;85%; 6 ; 123 ;Reguar; Riobamba       ; Guayas          ;C0001001101; $465,69 ;85%;60%;NO
E14349;94%; 2 ; 47 ;Muy Bueno; Manta          ; Esmeraldas      ;C0001002460; $93,64 ;85%;67%;NO
E14350;90%; 11 ; 213 ;Muy Malo; Esmeraldas     ; Loja            ;C0001001442; $510,48 ;81%;58%;NO
E14351;92%; 3 ; 66 ;Reguar; Cuenca         ; Manabí          ;C0001001524; $144,67 ;89%;71%;NO
E14352;86%; 9 ; 176 ;Bueno; Manta          ; Azuay           ;C0001001665; $456,51 ;89%;67%;NO
E14353;95%; 9 ; 172 ;Malo; Durán          ; Guayas          ;C0001001838; $601,48 ;82%;63%;SI
E14354;95%; 4 ; 85 ;Muy Bueno; Guayaquil      ; Guayas          ;C0001002018; $127,28 ;86%;69%;NO
E14355;90%; 11 ; 214 ;Muy Malo; Cuenca         ; Manabí          ;C0001002060; $694,53 ;84%;62%;NO
E14356;89%; 12 ; 225 ;Muy Bueno; Ambato         ; Azuay           ;C0001001450; $404,41 ;76%;50%;SI
E14357;87%; 6 ; 115 ;Malo; Esmeraldas     ; Azuay           ;C0001001749; $412,60 ;88%;66%;NO
E14358;88%; 4 ; 83 ;Malo; Santo Domingo  ; Loja            ;C0001001428; $157,02 ;80%;55%;SI
E14359;94%; 3 ; 68 ;Bueno; Santo Domingo  ; Manabí          ;C0001001359; $142,42 ;90%;75%;NO
E14360;87%; 6 ; 112 ;Muy Malo; Cuenca         ; Manabí          ;C0001002288; $312,51 ;89%;68%;SI
E14361;87%; 3 ; 69 ;Reguar; Cuenca         ; Azuay           ;C0001001734; $205,83 ;87%;65%;SI
E14362;94%; 8 ; 159 ;Reguar; Durán          ; Guayas          ;C0001001556; $476,46 ;91%;76%;NO
E14363;89%; 6 ; 119 ;Reguar; Cuenca         ; El Oro          ;C0001001164; $356,01 ;82%;59%;NO
E14364;89%; 7 ; 138 ;Bueno; Santo Domingo  ; Santo Domingo   ;C0001002369; $757,19 ;88%;68%;NO
E14365;91%; 3 ; 59 ;Bueno; Durán          ; Azuay           ;C0001002270; $149,76 ;82%;60%;NO
E14366;98%; 4 ; 80 ;Muy Bueno; Durán          ; Loja            ;C0001002188; $287,78 ;84%;68%;SI
E14367;90%; 11 ; 204 ;Bueno; Guayaquil      ; Chimborazo      ;C0001001554; $702,77 ;86%;65%;SI
E14368;93%; 12 ; 223 ;Reguar; Santo Domingo  ; Guayas          ;C0001001663; $245,07 ;79%;57%;SI
E14369;83%; 10 ; 192 ;Malo; Portoviejo     ; Guayas          ;C0001001605; $914,33 ;90%;66%;NO
E14370;98%; 4 ; 81 ;Muy Malo; Esmeraldas     ; Manabí          ;C0001001266; $194,26 ;89%;76%;NO
E14371;95%; 7 ; 143 ;Bueno; Manta          ; Loja            ;C0001001295; $228,56 ;77%;55%;NO
E14372;90%; 8 ; 159 ;Malo; Guayaquil      ; Tungurahua      ;C0001002371; $158,70 ;89%;70%;NO
E14373;86%; 6 ; 122 ;Bueno; Riobamba       ; Santo Domingo   ;C0001002176; $200,61 ;84%;59%;SI
E14374;93%; 13 ; 246 ;Muy Malo; Ambato         ; El Oro          ;C0001002117; $1.179,79 ;79%;57%;NO
E14375;84%; 14 ; 266 ;Muy Malo; Guayaquil      ; Manabí          ;C0001001199; $1.393,98 ;77%;49%;NO
E14376;94%; 10 ; 186 ;Muy Bueno; Manta          ; Manabí          ;C0001001042; $780,44 ;91%;76%;NO
E14377;85%; 9 ; 168 ;Reguar; Portoviejo     ; Guayas          ;C0001001520; $753,98 ;79%;52%;NO
E14378;98%; 3 ; 66 ;Muy Bueno; Cuenca         ; Guayas          ;C0001002193; $250,57 ;85%;69%;SI
E14379;89%; 4 ; 86 ;Muy Malo; Esmeraldas     ; Guayas          ;C0001001125; $239,88 ;79%;54%;SI
E14380;94%; 3 ; 67 ;Muy Bueno; Loja           ; Manabí          ;C0001002312; $317,40 ;83%;63%;NO
E14381;91%; 6 ; 122 ;Reguar; Cuenca         ; Manabí          ;C0001001088; $559,96 ;85%;64%;SI
E14382;84%; 11 ; 208 ;Muy Malo; Manta          ; Guayas          ;C0001001223; $726,32 ;85%;59%;NO
E14383;85%; 12 ; 233 ;Muy Malo; Riobamba       ; Azuay           ;C0001002423; $255,81 ;89%;66%;SI
E14384;96%; 13 ; 244 ;Muy Bueno; Esmeraldas     ; Pichincha       ;C0001001104; $975,52 ;87%;71%;SI
E14385;96%; 4 ; 87 ;Muy Bueno; Santo Domingo  ; Manabí          ;C0001002160; $295,39 ;78%;57%;NO
E14386;90%; 13 ; 247 ;Reguar; Loja           ; Loja            ;C0001001972; $851,12 ;81%;58%;NO
E14387;93%; 6 ; 124 ;Muy Malo; Esmeraldas     ; Azuay           ;C0001001998; $649,90 ;86%;67%;NO
E14388;93%; 6 ; 115 ;Muy Malo; Manta          ; Loja            ;C0001002412; $717,44 ;84%;64%;NO
E14389;91%; 10 ; 195 ;Muy Malo; Manta          ; Chimborazo      ;C0001001502; $701,03 ;83%;61%;NO
E14390;88%; 4 ; 82 ;Muy Bueno; Guayaquil      ; Chimborazo      ;C0001002287; $179,61 ;91%;71%;NO
E14391;90%; 4 ; 86 ;Bueno; Esmeraldas     ; Guayas          ;C0001002386; $205,68 ;87%;67%;NO
E14392;91%; 4 ; 82 ;Bueno; Quito          ; Guayas          ;C0001002348; $81,73 ;82%;60%;NO
E14393;93%; 11 ; 205 ;Muy Malo; Esmeraldas     ; Guayas          ;C0001001302; $511,98 ;88%;71%;NO
E14394;84%; 8 ; 156 ;Bueno; Santo Domingo  ; Chimborazo      ;C0001001087; $622,08 ;84%;58%;NO
E14395;92%; 4 ; 87 ;Reguar; Portoviejo     ; Santo Domingo   ;C0001001151; $173,52 ;89%;71%;NO
E14396;86%; 11 ; 212 ;Bueno; Riobamba       ; Manabí          ;C0001001344; $571,27 ;77%;50%;NO
E14397;93%; 3 ; 65 ;Muy Bueno; Ambato         ; Manabí          ;C0001001884; $178,17 ;92%;77%;NO
E14398;90%; 7 ; 133 ;Malo; Portoviejo     ; Guayas          ;C0001002174; $265,40 ;87%;67%;NO
E14399;97%; 13 ; 241 ;Bueno; Santo Domingo  ; Tungurahua      ;C0001001154; $361,37 ;88%;74%;NO
E14400;85%; 12 ; 225 ;Muy Bueno; Durán          ; Pichincha       ;C0001002452; $336,83 ;80%;53%;NO
E14401;93%; 7 ; 133 ;Reguar; Durán          ; Santo Domingo   ;C0001001963; $305,42 ;86%;67%;NO
E14402;85%; 7 ; 140 ;Reguar; Loja           ; Azuay           ;C0001002332; $732,64 ;83%;57%;NO
E14403;88%; 8 ; 159 ;Muy Bueno; Cuenca         ; El Oro          ;C0001002089; $539,38 ;84%;61%;SI
E14404;91%; 10 ; 192 ;Muy Bueno; Ambato         ; Manabí          ;C0001001445; $287,60 ;90%;72%;NO
E14405;85%; 5 ; 100 ;Bueno; Manta          ; Azuay           ;C0001002054; $228,97 ;80%;53%;NO
E14406;85%; 4 ; 79 ;Muy Bueno; Ambato         ; Manabí          ;C0001002415; $188,52 ;80%;53%;NO
E14407;94%; 4 ; 88 ;Reguar; Quito          ; Esmeraldas      ;C0001001178; $263,46 ;80%;59%;NO
E14408;89%; 3 ; 65 ;Muy Bueno; Guayaquil      ; Guayas          ;C0001001537; $174,61 ;92%;74%;NO
E14409;94%; 7 ; 132 ;Bueno; Quito          ; Guayas          ;C0001002427; $395,46 ;80%;59%;NO
E14410;93%; 3 ; 67 ;Bueno; Ambato         ; Chimborazo      ;C0001002260; $240,44 ;92%;77%;NO
E14411;87%; 4 ; 83 ;Malo; Loja           ; Loja            ;C0001002437; $495,66 ;89%;68%;NO
E14412;97%; 7 ; 140 ;Muy Malo; Esmeraldas     ; Guayas          ;C0001001367; $734,53 ;79%;59%;NO
E14413;92%; 6 ; 116 ;Muy Bueno; Guayaquil      ; Guayas          ;C0001001802; $243,10 ;85%;65%;SI
E14414;98%; 5 ; 96 ;Muy Bueno; Esmeraldas     ; Esmeraldas      ;C0001001551; $211,07 ;84%;68%;SI
E14415;89%; 11 ; 208 ;Muy Bueno; Durán          ; Azuay           ;C0001002469; $436,11 ;82%;59%;SI
E14416;95%; 5 ; 103 ;Malo; Portoviejo     ; Tungurahua      ;C0001001620; $200,56 ;86%;69%;NO
E14417;92%; 5 ; 97 ;Muy Bueno; Santo Domingo  ; Pichincha       ;C0001002076; $425,74 ;85%;65%;NO
E14418;94%; 14 ; 266 ;Malo; Durán          ; Pichincha       ;C0001002223; $505,06 ;89%;73%;NO
E14419;95%; 4 ; 84 ;Muy Bueno; Machala        ; Manabí          ;C0001002104; $234,78 ;84%;66%;NO
E14420;95%; 4 ; 88 ;Reguar; Portoviejo     ; Guayas          ;C0001001162; $158,13 ;84%;66%;NO
E14421;90%; 1 ; 27 ;Muy Bueno; Ambato         ; Santo Domingo   ;C0001002250; $85,44 ;89%;70%;NO
E14422;88%; 11 ; 205 ;Muy Bueno; Cuenca         ; Loja            ;C0001001276; $920,88 ;90%;70%;NO
E14423;90%; 4 ; 86 ;Muy Bueno; Manta          ; Chimborazo      ;C0001001087; $274,24 ;79%;55%;NO
E14424;90%; 12 ; 227 ;Malo; Riobamba       ; Esmeraldas      ;C0001001078; $725,44 ;84%;62%;NO
E14425;89%; 3 ; 66 ;Malo; Esmeraldas     ; Manabí          ;C0001001472; $288,95 ;87%;66%;NO
E14426;84%; 5 ; 101 ;Muy Bueno; Riobamba       ; Pichincha       ;C0001001316; $251,30 ;86%;61%;NO
E14427;91%; 13 ; 240 ;Bueno; Esmeraldas     ; Manabí          ;C0001002192; $647,27 ;81%;59%;NO
E14428;91%; 13 ; 245 ;Muy Malo; Loja           ; Tungurahua      ;C0001001508; $1.223,65 ;80%;57%;NO
E14429;86%; 7 ; 139 ;Reguar; Loja           ; Manabí          ;C0001002248; $526,60 ;80%;54%;NO
E14430;90%; 8 ; 149 ;Muy Bueno; Esmeraldas     ; Guayas          ;C0001001312; $252,79 ;89%;70%;NO
E14431;96%; 11 ; 204 ;Reguar; Manta          ; Loja            ;C0001001767; $387,37 ;78%;57%;SI
E14432;92%; 5 ; 107 ;Malo; Durán          ; Guayas          ;C0001001153; $117,44 ;88%;70%;NO
E14433;90%; 3 ; 63 ;Malo; Santo Domingo  ; Tungurahua      ;C0001001914; $225,72 ;82%;59%;SI
E14434;94%; 12 ; 232 ;Bueno; Portoviejo     ; Manabí          ;C0001001963; $765,01 ;89%;73%;NO
E14435;86%; 4 ; 79 ;Muy Bueno; Manta          ; Guayas          ;C0001002296; $204,31 ;83%;58%;NO
E14436;93%; 10 ; 188 ;Muy Malo; Portoviejo     ; Guayas          ;C0001001399; $469,48 ;87%;69%;NO
E14437;85%; 10 ; 189 ;Reguar; Quito          ; Azuay           ;C0001001484; $433,67 ;86%;62%;NO
E14438;87%; 2 ; 47 ;Bueno; Quito          ; Pichincha       ;C0001002496; $291,31 ;89%;68%;NO
E14439;84%; 13 ; 248 ;Muy Bueno; Manta          ; Chimborazo      ;C0001001938; $1.237,60 ;88%;64%;NO
E14440;98%; 3 ; 69 ;Bueno; Esmeraldas     ; Guayas          ;C0001001018; $206,82 ;91%;80%;NO
E14441;95%; 9 ; 177 ;Reguar; Quito          ; Loja            ;C0001001497; $247,59 ;77%;55%;NO
E14442;89%; 11 ; 206 ;Bueno; Quito          ; Manabí          ;C0001002285; $771,26 ;85%;63%;NO
E14443;91%; 9 ; 174 ;Bueno; Portoviejo     ; Manabí          ;C0001001225; $173,73 ;78%;54%;NO
E14444;89%; 9 ; 176 ;Reguar; Guayaquil      ; Guayas          ;C0001002361; $570,93 ;79%;54%;NO
E14445;90%; 6 ; 118 ;Muy Bueno; Quito          ; Pichincha       ;C0001001822; $382,53 ;77%;52%;NO
E14446;91%; 14 ; 267 ;Muy Malo; Riobamba       ; Guayas          ;C0001001606; $640,15 ;83%;61%;NO
E14447;86%; 12 ; 228 ;Bueno; Esmeraldas     ; Chimborazo      ;C0001002185; $546,19 ;84%;59%;SI
E14448;84%; 7 ; 139 ;Reguar; Loja           ; Santo Domingo   ;C0001001090; $484,82 ;84%;58%;SI
E14449;92%; 4 ; 81 ;Muy Malo; Durán          ; Manabí          ;C0001001152; $201,90 ;76%;52%;NO
E14450;96%; 6 ; 121 ;Muy Malo; Machala        ; Guayas          ;C0001002434; $217,58 ;81%;62%;SI
E14451;93%; 4 ; 87 ;Bueno; Loja           ; El Oro          ;C0001001863; $130,19 ;85%;66%;NO
E14452;94%; 8 ; 151 ;Malo; Loja           ; Tungurahua      ;C0001001595; $475,08 ;88%;71%;NO
E14453;84%; 8 ; 159 ;Reguar; Loja           ; Manabí          ;C0001001487; $206,08 ;92%;70%;NO
E14454;88%; 6 ; 113 ;Muy Bueno; Quito          ; Chimborazo      ;C0001001114; $202,75 ;84%;61%;NO
E14455;84%; 5 ; 103 ;Malo; Machala        ; Pichincha       ;C0001001289; $225,54 ;83%;57%;NO
E14456;86%; 2 ; 47 ;Reguar; Cuenca         ; Loja            ;C0001001215; $214,27 ;88%;65%;NO
E14457;89%; 3 ; 70 ;Malo; Durán          ; El Oro          ;C0001002114; $135,86 ;87%;66%;SI
E14458;89%; 4 ; 84 ;Reguar; Durán          ; Manabí          ;C0001001047; $481,10 ;80%;56%;NO
E14459;92%; 13 ; 247 ;Muy Bueno; Manta          ; Loja            ;C0001002143; $740,28 ;90%;73%;NO
E14460;94%; 3 ; 65 ;Muy Bueno; Machala        ; Chimborazo      ;C0001001484; $162,05 ;83%;63%;NO
E14461;95%; 11 ; 210 ;Muy Bueno; Guayaquil      ; El Oro          ;C0001001183; $440,69 ;77%;55%;SI
E14462;93%; 7 ; 137 ;Muy Malo; Machala        ; Loja            ;C0001001708; $437,73 ;85%;66%;NO
E14463;85%; 11 ; 208 ;Bueno; Durán          ; Loja            ;C0001002356; $570,76 ;78%;51%;SI
E14464;91%; 2 ; 52 ;Muy Malo; Portoviejo     ; Guayas          ;C0001002146; $297,45 ;87%;68%;NO
E14465;87%; 9 ; 174 ;Muy Bueno; Durán          ; Pichincha       ;C0001001463; $998,26 ;87%;65%;NO
E14466;95%; 9 ; 175 ;Bueno; Ambato         ; Chimborazo      ;C0001002268; $961,68 ;80%;60%;NO
E14467;89%; 14 ; 268 ;Reguar; Loja           ; Guayas          ;C0001002230; $615,64 ;81%;57%;SI
E14468;86%; 11 ; 210 ;Reguar; Loja           ; Loja            ;C0001001774; $534,43 ;77%;50%;NO
E14469;95%; 14 ; 260 ;Reguar; Santo Domingo  ; Chimborazo      ;C0001001997; $974,44 ;82%;63%;NO
E14470;94%; 9 ; 179 ;Reguar; Esmeraldas     ; Esmeraldas      ;C0001002386; $643,75 ;80%;59%;NO
E14471;92%; 9 ; 176 ;Muy Malo; Cuenca         ; Tungurahua      ;C0001001642; $659,10 ;83%;62%;SI
E14472;88%; 3 ; 59 ;Bueno; Santo Domingo  ; Tungurahua      ;C0001002233; $129,01 ;80%;55%;SI
E14473;88%; 8 ; 152 ;Malo; Machala        ; Guayas          ;C0001001511; $348,77 ;85%;62%;NO
E14474;92%; 9 ; 178 ;Muy Malo; Riobamba       ; Pichincha       ;C0001001286; $844,36 ;82%;61%;SI
E14475;92%; 14 ; 267 ;Reguar; Portoviejo     ; El Oro          ;C0001002138; $586,87 ;77%;53%;NO
E14476;86%; 9 ; 178 ;Muy Malo; Riobamba       ; Chimborazo      ;C0001002202; $177,58 ;83%;58%;NO
E14477;95%; 9 ; 178 ;Muy Bueno; Portoviejo     ; El Oro          ;C0001001909; $231,21 ;81%;61%;NO
E14478;93%; 4 ; 82 ;Muy Malo; Esmeraldas     ; Santo Domingo   ;C0001002493; $106,33 ;79%;57%;NO
E14479;88%; 8 ; 150 ;Bueno; Cuenca         ; Manabí          ;C0001002301; $897,84 ;83%;59%;NO
E14480;90%; 8 ; 157 ;Bueno; Esmeraldas     ; Guayas          ;C0001001764; $470,10 ;89%;70%;NO
E14481;87%; 13 ; 245 ;Muy Bueno; Ambato         ; Manabí          ;C0001001208; $917,29 ;88%;66%;SI
E14482;92%; 7 ; 134 ;Reguar; Santo Domingo  ; Tungurahua      ;C0001002167; $147,14 ;90%;73%;SI
E14483;86%; 1 ; 30 ;Bueno; Guayaquil      ; Tungurahua      ;C0001002160; $124,24 ;83%;58%;NO
E14484;91%; 7 ; 134 ;Muy Bueno; Esmeraldas     ; Pichincha       ;C0001001517; $481,43 ;83%;61%;NO
E14485;96%; 2 ; 41 ;Muy Bueno; Guayaquil      ; Pichincha       ;C0001001392; $183,96 ;84%;66%;NO
E14486;96%; 8 ; 152 ;Bueno; Cuenca         ; Guayas          ;C0001001358; $151,88 ;83%;65%;NO
E14487;86%; 7 ; 137 ;Muy Bueno; Esmeraldas     ; Santo Domingo   ;C0001002450; $245,84 ;85%;61%;NO
E14488;91%; 4 ; 78 ;Muy Bueno; Guayaquil      ; Guayas          ;C0001001688; $178,78 ;79%;56%;NO
E14489;88%; 7 ; 136 ;Malo; Guayaquil      ; Guayas          ;C0001002091; $298,41 ;87%;65%;NO
E14490;90%; 5 ; 94 ;Reguar; Machala        ; El Oro          ;C0001002287; $327,95 ;84%;62%;NO
E14491;90%; 12 ; 223 ;Malo; Riobamba       ; Guayas          ;C0001001778; $567,89 ;79%;55%;NO
E14492;86%; 4 ; 79 ;Muy Malo; Manta          ; Manabí          ;C0001001768; $149,30 ;87%;64%;NO
E14493;92%; 1 ; 27 ;Bueno; Machala        ; Guayas          ;C0001001317; $64,22 ;79%;56%;NO
E14494;88%; 9 ; 171 ;Muy Malo; Manta          ; Chimborazo      ;C0001002471; $853,20 ;87%;65%;NO
E14495;94%; 4 ; 81 ;Bueno; Cuenca         ; Tungurahua      ;C0001002166; $387,94 ;86%;68%;SI
E14496;95%; 8 ; 149 ;Muy Bueno; Loja           ; Tungurahua      ;C0001001323; $781,46 ;80%;60%;NO
E14497;95%; 6 ; 119 ;Muy Bueno; Esmeraldas     ; El Oro          ;C0001002208; $118,85 ;88%;72%;SI
E14498;88%; 8 ; 152 ;Muy Bueno; Loja           ; Tungurahua      ;C0001001400; $363,94 ;85%;62%;NO
E14499;93%; 4 ; 84 ;Reguar; Manta          ; Manabí          ;C0001001009; $159,20 ;85%;66%;NO
E14500;89%; 14 ; 268 ;Muy Bueno; Esmeraldas     ; Esmeraldas      ;C0001002000; $588,87 ;80%;56%;NO
E14501;89%; 5 ; 96 ;Muy Bueno; Santo Domingo  ; Loja            ;C0001002448; $172,21 ;81%;57%;NO
E14502;98%; 8 ; 151 ;Muy Malo; Loja           ; Pichincha       ;C0001001757; $316,97 ;86%;71%;NO
E14503;93%; 6 ; 121 ;Reguar; Riobamba       ; Chimborazo      ;C0001002002; $181,19 ;87%;69%;NO
E14504;89%; 9 ; 175 ;Muy Malo; Guayaquil      ; Santo Domingo   ;C0001001984; $279,47 ;85%;63%;NO
E14505;87%; 12 ; 229 ;Muy Malo; Santo Domingo  ; Loja            ;C0001001713; $685,83 ;84%;60%;SI
E14506;90%; 6 ; 114 ;Bueno; Santo Domingo  ; Guayas          ;C0001001078; $653,78 ;90%;71%;NO
E14507;92%; 11 ; 205 ;Muy Malo; Machala        ; El Oro          ;C0001002005; $409,52 ;83%;62%;SI
E14508;87%; 7 ; 138 ;Reguar; Machala        ; Manabí          ;C0001001186; $206,42 ;82%;57%;NO
E14509;93%; 7 ; 139 ;Bueno; Esmeraldas     ; El Oro          ;C0001002200; $416,37 ;86%;67%;NO
E14510;91%; 4 ; 84 ;Reguar; Riobamba       ; Tungurahua      ;C0001001130; $272,12 ;89%;71%;NO
E14511;87%; 12 ; 227 ;Muy Bueno; Machala        ; Guayas          ;C0001001785; $713,82 ;87%;65%;SI
E14512;86%; 13 ; 241 ;Reguar; Machala        ; Chimborazo      ;C0001001473; $793,91 ;77%;50%;NO
E14513;84%; 11 ; 205 ;Muy Malo; Loja           ; Pichincha       ;C0001002476; $306,78 ;80%;53%;NO
E14514;89%; 7 ; 141 ;Reguar; Ambato         ; Pichincha       ;C0001001441; $281,34 ;86%;65%;NO
E14515;85%; 9 ; 169 ;Bueno; Esmeraldas     ; Tungurahua      ;C0001001597; $758,48 ;77%;49%;SI
E14516;92%; 7 ; 139 ;Bueno; Santo Domingo  ; Manabí          ;C0001001530; $520,35 ;83%;62%;NO
E14517;92%; 6 ; 116 ;Reguar; Machala        ; Manabí          ;C0001001363; $295,19 ;90%;73%;NO
E14518;92%; 12 ; 228 ;Malo; Esmeraldas     ; Esmeraldas      ;C0001001010; $409,97 ;82%;61%;NO
E14519;96%; 5 ; 99 ;Muy Bueno; Guayaquil      ; Tungurahua      ;C0001001784; $435,07 ;88%;73%;NO
E14520;90%; 8 ; 153 ;Bueno; Esmeraldas     ; Santo Domingo   ;C0001001954; $305,40 ;83%;61%;NO
E14521;93%; 9 ; 170 ;Malo; Guayaquil      ; Pichincha       ;C0001001742; $636,71 ;77%;54%;NO
E14522;84%; 5 ; 104 ;Muy Malo; Durán          ; Tungurahua      ;C0001002169; $434,78 ;80%;53%;NO
E14523;89%; 8 ; 153 ;Muy Malo; Machala        ; Chimborazo      ;C0001001771; $488,54 ;85%;63%;SI
E14524;95%; 9 ; 166 ;Malo; Guayaquil      ; Loja            ;C0001001637; $729,74 ;78%;57%;NO
E14525;88%; 6 ; 122 ;Muy Malo; Cuenca         ; Santo Domingo   ;C0001001201; $334,51 ;86%;64%;NO
E14526;94%; 3 ; 69 ;Malo; Loja           ; Azuay           ;C0001002318; $137,64 ;80%;59%;NO
E14527;87%; 7 ; 142 ;Reguar; Portoviejo     ; Esmeraldas      ;C0001001929; $531,04 ;89%;68%;NO
E14528;90%; 3 ; 60 ;Reguar; Santo Domingo  ; El Oro          ;C0001001961; $179,10 ;81%;58%;NO
E14529;94%; 14 ; 262 ;Muy Malo; Ambato         ; Pichincha       ;C0001001771; $1.152,01 ;90%;75%;NO
E14530;94%; 2 ; 44 ;Reguar; Manta          ; Santo Domingo   ;C0001002003; $72,30 ;89%;73%;NO
E14531;90%; 3 ; 68 ;Muy Bueno; Ambato         ; Pichincha       ;C0001001168; $172,64 ;79%;55%;SI
E14532;85%; 12 ; 230 ;Reguar; Durán          ; Guayas          ;C0001002048; $527,97 ;89%;66%;SI
E14533;88%; 3 ; 62 ;Muy Bueno; Quito          ; Azuay           ;C0001001666; $203,41 ;86%;64%;NO
E14534;88%; 3 ; 63 ;Malo; Esmeraldas     ; Santo Domingo   ;C0001001424; $137,81 ;80%;55%;NO
E14535;87%; 5 ; 94 ;Bueno; Esmeraldas     ; Guayas          ;C0001001838; $131,05 ;88%;66%;SI
E14536;88%; 12 ; 230 ;Bueno; Manta          ; Azuay           ;C0001001443; $390,39 ;85%;62%;NO
E14537;93%; 8 ; 150 ;Reguar; Santo Domingo  ; Manabí          ;C0001001617; $748,95 ;86%;67%;NO
E14538;87%; 4 ; 83 ;Muy Bueno; Cuenca         ; Manabí          ;C0001001848; $165,22 ;89%;68%;NO
E14539;90%; 7 ; 138 ;Malo; Santo Domingo  ; Guayas          ;C0001001968; $247,86 ;87%;67%;NO
E14540;95%; 6 ; 123 ;Muy Malo; Machala        ; Loja            ;C0001001503; $565,11 ;84%;66%;NO
E14541;91%; 8 ; 152 ;Muy Malo; Durán          ; Tungurahua      ;C0001001371; $379,33 ;85%;64%;NO
E14542;85%; 12 ; 232 ;Muy Bueno; Durán          ; Manabí          ;C0001002333; $1.065,13 ;83%;57%;NO
E14543;93%; 4 ; 87 ;Muy Bueno; Durán          ; Guayas          ;C0001002272; $208,30 ;90%;74%;NO
E14544;93%; 5 ; 98 ;Muy Bueno; Manta          ; Azuay           ;C0001001559; $215,14 ;81%;60%;NO
E14545;85%; 8 ; 159 ;Muy Malo; Santo Domingo  ; Loja            ;C0001001056; $396,38 ;90%;67%;SI
E14546;94%; 7 ; 140 ;Bueno; Riobamba       ; Loja            ;C0001001994; $524,33 ;83%;63%;NO
E14547;90%; 7 ; 139 ;Bueno; Ambato         ; El Oro          ;C0001001236; $221,92 ;81%;58%;NO
E14548;90%; 12 ; 224 ;Reguar; Loja           ; Manabí          ;C0001001917; $805,32 ;78%;54%;NO
E14549;84%; 14 ; 265 ;Malo; Santo Domingo  ; Azuay           ;C0001001658; $1.190,34 ;78%;50%;NO
E14550;88%; 8 ; 148 ;Reguar; Portoviejo     ; Manabí          ;C0001001715; $487,21 ;83%;59%;NO
E14551;96%; 1 ; 30 ;Muy Malo; Machala        ; Chimborazo      ;C0001002446; $101,59 ;85%;68%;NO
E14552;91%; 12 ; 226 ;Malo; Esmeraldas     ; El Oro          ;C0001001740; $677,19 ;88%;69%;NO
E14553;94%; 4 ; 86 ;Muy Bueno; Cuenca         ; Guayas          ;C0001001279; $493,47 ;85%;67%;SI
E14554;92%; 3 ; 63 ;Malo; Loja           ; Manabí          ;C0001002333; $197,69 ;80%;58%;NO
E14555;91%; 6 ; 118 ;Reguar; Portoviejo     ; Guayas          ;C0001002360; $588,65 ;86%;66%;SI
E14556;87%; 13 ; 248 ;Bueno; Loja           ; Santo Domingo   ;C0001002473; $247,61 ;77%;51%;NO
E14557;93%; 9 ; 173 ;Malo; Portoviejo     ; Manabí          ;C0001002299; $596,13 ;82%;61%;NO
E14558;90%; 13 ; 244 ;Malo; Quito          ; Azuay           ;C0001001445; $792,03 ;78%;54%;SI
E14559;95%; 3 ; 61 ;Bueno; Cuenca         ; Santo Domingo   ;C0001001022; $109,53 ;84%;66%;NO
E14560;92%; 12 ; 225 ;Muy Malo; Esmeraldas     ; Azuay           ;C0001002422; $1.033,90 ;85%;65%;SI
E14561;94%; 13 ; 247 ;Bueno; Guayaquil      ; Tungurahua      ;C0001002381; $1.036,64 ;80%;59%;NO
E14562;94%; 3 ; 65 ;Muy Malo; Portoviejo     ; Manabí          ;C0001002215; $142,60 ;84%;65%;NO
E14563;88%; 13 ; 240 ;Muy Bueno; Portoviejo     ; Manabí          ;C0001001983; $575,14 ;88%;67%;SI
E14564;91%; 2 ; 48 ;Muy Malo; Manta          ; Azuay           ;C0001001359; $85,91 ;90%;72%;NO
E14565;89%; 11 ; 212 ;Muy Malo; Machala        ; Guayas          ;C0001002199; $666,76 ;86%;65%;SI
E14566;88%; 2 ; 50 ;Reguar; Portoviejo     ; Manabí          ;C0001001956; $186,15 ;84%;61%;SI
E14567;85%; 10 ; 196 ;Bueno; Riobamba       ; El Oro          ;C0001002322; $703,98 ;83%;57%;NO
E14568;89%; 5 ; 99 ;Reguar; Portoviejo     ; Guayas          ;C0001001188; $236,81 ;81%;57%;NO
